path_idx	origin	label	A&B	C=A	C=A&B	C=B	M=A>B	a1	a1a1	a1a1b1	a1a1b1b1	a1b1	a1b1b1	b1	b1b1
19	15	B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
20	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
20	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
20	15	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
20	15	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
20	15	B=[a1+a1,b1+b1]	1	0	0	1	0	0	1	0	0	0	0	0	1
20	15	B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
21	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
21	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
21	15	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
21	15	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
21	15	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
21	15	B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
