path_idx	origin	label	A&B	C=A	C=A&B	C=B	M=A>B	a1	a1a1	a1a1a2	a1a1a2a2	a1a2	a1a2a2	a2	a2a2
414	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
414	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
414	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
414	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
414	25	A&B=[a1+a1,a2,a2]	0	0	3	0	0	0	1	0	0	0	0	2	0
414	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
414	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
415	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
415	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
415	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
415	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
415	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
415	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
415	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
415	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
416	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
416	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
416	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
416	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
416	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
416	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
416	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
416	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
417	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
417	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
417	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
417	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
417	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
417	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
417	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
417	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
418	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
418	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
418	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
418	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
418	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
418	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
418	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
418	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
419	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
419	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
419	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
419	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
419	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
419	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
419	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
419	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
420	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
420	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
420	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
420	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
420	25	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
420	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
420	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
420	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
421	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
421	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
421	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
421	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
421	25	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
421	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
421	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
421	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
422	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
422	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
422	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
422	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
422	25	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
422	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
422	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
422	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
423	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
423	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
423	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
423	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
423	25	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
423	25	A=[a1];B=[a1+a2+a2]	1	0	0	0	1	1	0	0	0	0	1	0	0
423	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
423	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
424	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
424	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
424	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
424	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
424	25	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
424	25	A=[a1];B=[a1+a2+a2]	1	0	0	0	1	1	0	0	0	0	1	0	0
424	25	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
424	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
424	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
425	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
425	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
425	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
425	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
425	25	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
425	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
425	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
425	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
425	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
426	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
426	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
426	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
426	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
426	25	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
426	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
426	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
426	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
426	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
427	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
427	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
427	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
427	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
427	25	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
427	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
427	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
427	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
427	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
428	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
428	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
428	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
428	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
428	25	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
428	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
428	25	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
428	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
428	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
429	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
429	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
429	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
429	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
429	25	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
429	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
429	25	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
429	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
429	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
430	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
430	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
430	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
430	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
430	25	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
430	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
430	25	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
430	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
430	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
431	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
431	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
431	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
431	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
431	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
431	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
431	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
431	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
432	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
432	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
432	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
432	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
432	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
432	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
432	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
432	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
433	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
433	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
433	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
433	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
433	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
433	25	A=[a1];B=[a1+a2+a2]	1	0	0	0	1	1	0	0	0	0	1	0	0
433	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
433	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
434	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
434	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
434	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
434	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
434	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
434	25	A=[a1];B=[a1+a2+a2]	1	0	0	0	1	1	0	0	0	0	1	0	0
434	25	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
434	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
434	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
435	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
435	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
435	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
435	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
435	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
435	25	B=[a1,a1,a2+a2]	1	0	0	3	0	2	0	0	0	0	0	0	1
435	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
435	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
435	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
436	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
436	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
436	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
436	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
436	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
436	25	B=[a1,a1,a2+a2]	1	0	0	3	0	2	0	0	0	0	0	0	1
436	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
436	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
436	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
437	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
437	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
437	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
437	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
437	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
437	25	B=[a1,a1,a2+a2]	1	0	0	3	0	2	0	0	0	0	0	0	1
437	25	B=[a1+a1,a2+a2]	1	0	0	1	0	0	1	0	0	0	0	0	1
437	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
437	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
438	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
438	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
438	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
438	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
438	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
438	25	B=[a1,a1,a2+a2]	1	0	0	3	0	2	0	0	0	0	0	0	1
438	25	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
438	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
438	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
439	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
439	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
439	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
439	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
439	25	B=[a1,a1,a2,a2]	1	0	0	6	0	2	0	0	0	0	0	2	0
439	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
439	25	A&B=[a1+a1,a2,a2]	0	0	3	0	0	0	1	0	0	0	0	2	0
439	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
439	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
440	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
440	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
440	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
440	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
440	25	B=[a1,a1,a2,a2]	1	0	0	6	0	2	0	0	0	0	0	2	0
440	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
440	25	A&B=[a1+a1,a2,a2]	0	0	3	0	0	0	1	0	0	0	0	2	0
440	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
440	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
441	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
441	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
441	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
441	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
441	25	B=[a1,a1,a2,a2]	1	0	0	6	0	2	0	0	0	0	0	2	0
441	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
441	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
441	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
441	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
442	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
442	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
442	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
442	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
442	25	B=[a1,a1,a2,a2]	1	0	0	6	0	2	0	0	0	0	0	2	0
442	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
442	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
442	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
442	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
443	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
443	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
443	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
443	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
443	25	B=[a1,a1,a2,a2]	1	0	0	6	0	2	0	0	0	0	0	2	0
443	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
443	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
443	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
443	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
444	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
444	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
444	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
444	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
444	25	B=[a1,a1,a2,a2]	1	0	0	6	0	2	0	0	0	0	0	2	0
444	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
444	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
444	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
444	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
445	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
445	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
445	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
445	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
445	25	B=[a1,a1,a2,a2]	1	0	0	6	0	2	0	0	0	0	0	2	0
445	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
445	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
445	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
445	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
446	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
446	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
446	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
446	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
446	25	B=[a1,a1,a2,a2]	1	0	0	6	0	2	0	0	0	0	0	2	0
446	25	B=[a1+a1,a2,a2]	1	0	0	3	0	0	1	0	0	0	0	2	0
446	25	A&B=[a1+a1,a2,a2]	0	0	3	0	0	0	1	0	0	0	0	2	0
446	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
446	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
447	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
447	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
447	25	A=[a1,a2];B=[a1,a2]	1	1	0	1	2	2	0	0	0	0	0	2	0
447	25	A=[a1];B=[a1,a2,a2]	1	0	0	3	1	2	0	0	0	0	0	2	0
447	25	B=[a1,a1,a2,a2]	1	0	0	6	0	2	0	0	0	0	0	2	0
447	25	B=[a1+a1,a2,a2]	1	0	0	3	0	0	1	0	0	0	0	2	0
